table_name,project_id,dataset_id,table_id,purpose,key_columns,use_cases,notes,column_count,sample_columns,column_types,is_active,priority,last_updated,reviewed_by,sql_examples,business_context,data_quality_notes
fanbase-reporting.analytics_396059295.events_20250415,fanbase-reporting,analytics_396059295,events_20250415,This table stores events data related to user interactions within a fanbase application for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to measure revenue generated, Identifying user behavior patterns based on event sequences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250416,fanbase-reporting,analytics_396059295,events_20250416,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250417,fanbase-reporting,analytics_396059295,events_20250417,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250418,fanbase-reporting,analytics_396059295,events_20250418,This table stores events data related to user interactions within a fanbase platform for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to measure revenue generation, Identifying user behavior patterns based on event sequences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250419,fanbase-reporting,analytics_396059295,events_20250419,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking user sessions and interactions over time",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250420,fanbase-reporting,analytics_396059295,events_20250420,This table stores events data related to user activities for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior based on different events, Calculating event values in USD, Tracking event sequences and timestamps",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250421,fanbase-reporting,analytics_396059295,events_20250421,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250422,fanbase-reporting,analytics_396059295,events_20250422,This table stores events data related to user interactions within a fanbase application for reporting and analysis purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to understand the financial impact of user actions, Identifying user behavior patterns by analyzing event sequences and timestamps",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250423,fanbase-reporting,analytics_396059295,events_20250423,This table stores event data related to user interactions within a fanbase application for reporting and analytics purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions over time, Calculating event values in USD to measure revenue or user spending, Identifying user behavior patterns by analyzing event sequences",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250424,fanbase-reporting,analytics_396059295,events_20250424,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and timestamps for user journey analysis",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250425,fanbase-reporting,analytics_396059295,events_20250425,This table stores events data related to user interactions within a fanbase reporting system.,"event_date, event_timestamp, event_name, user_id","Analyzing user engagement by tracking event interactions on a specific date, Calculating event values in USD to measure revenue generated, Identifying unique users through user IDs and pseudo IDs",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.analytics_396059295.events_20250426,fanbase-reporting,analytics_396059295,events_20250426,This table stores events data related to user interactions with a platform or application for analytics and reporting purposes.,"event_date, event_timestamp, event_name, user_id","Analyzing user behavior and engagement based on different events, Calculating event values in USD for revenue analysis, Tracking event sequences and server timestamps for data consistency checks, Identifying users through user IDs and pseudo IDs for personalized analytics",,30,"event_date, event_timestamp, event_name, event_params, event_previous_timestamp","STRING, INTEGER, STRING, RECORD, INTEGER",TRUE,MEDIUM,,,,,
